Model Type,Hidden Size,Num Layers,Dropout,Learning Rate,Num Epochs,Early Stopping,Patience,Accuracy,Loss
dense,256,2,0.1,0.0005,200,True,5,0.755,0.9515847563743591
rnn,256,1,0.1,0.0005,100,True,5,0.755,0.974382758140564
cnn,256,4,0.5,0.0005,100,True,5,0.755,1.1244611740112305
rnn,256,2,0.3,0.0005,200,True,5,0.755,0.9287983775138855
dense,256,1,0.05,0.001,200,True,5,0.75,0.9241974353790283
dense,256,4,0.3,0.001,100,True,5,0.75,0.9011102318763733
dense,256,2,0.01,0.001,100,True,5,0.75,0.9177303314208984
dense,128,1,0.5,0.001,200,True,5,0.745,0.9224489331245422
dense,256,3,0.01,0.0002,200,True,5,0.745,0.9579944610595703
dense,256,2,0.05,0.001,100,True,5,0.745,0.904284656047821
dense,128,3,0.01,0.001,100,True,5,0.745,0.9443933963775635
rnn,256,3,0.01,0.0002,100,True,5,0.745,0.9610514640808105
rnn,256,2,0.1,0.001,50,True,5,0.745,1.2668225765228271
cnn,128,5,0.3,0.001,100,True,5,0.745,1.106926679611206
dense,256,5,0.1,0.0001,200,True,5,0.74,1.0331650972366333
rnn,256,2,0.05,0.0005,100,True,5,0.74,0.9407153129577637
dense,256,4,0.05,0.001,200,True,5,0.74,0.8501109480857849
rnn,256,1,0.1,0.001,200,True,5,0.74,0.9475293755531311
dense,256,3,0.3,0.001,50,True,5,0.74,0.8741116523742676
dense,256,2,0.3,0.001,100,True,5,0.74,0.9142314791679382
rnn,256,2,0.05,0.0002,100,True,5,0.74,0.9702257513999939
rnn,256,1,0.05,0.0002,200,True,5,0.74,0.9143366813659668
dense,256,2,0.3,0.0005,100,True,5,0.74,0.904458224773407
rnn,256,2,0.05,0.0001,200,True,5,0.74,1.023532748222351
rnn,256,1,0.05,0.001,50,True,5,0.735,0.9834306836128235
rnn,256,3,0.01,0.001,200,True,5,0.735,1.0125246047973633
rnn,256,3,0.05,0.0002,100,True,5,0.735,0.9585748910903931
rnn,128,2,0.01,0.001,100,True,5,0.735,0.9438304901123047
dense,256,3,0.05,0.001,200,True,5,0.735,0.9667356014251709
dense,64,1,0.05,0.001,200,True,5,0.735,0.988443911075592
rnn,256,3,0.3,0.0005,100,True,5,0.735,0.9584628939628601
rnn,256,2,0.3,0.0001,200,True,5,0.735,0.9549400806427002
dense,256,5,0.1,0.001,100,True,5,0.735,0.889905571937561
rnn,256,1,0.1,0.001,100,True,5,0.735,0.9731401205062866
dense,256,3,0.3,0.0005,100,True,5,0.735,0.9080849289894104
dense,256,4,0.05,0.0005,100,True,5,0.735,0.9370511770248413
rnn,256,1,0.3,0.001,200,True,5,0.73,0.9635388851165771
cnn,128,3,0.5,0.0002,200,True,5,0.73,0.9586547017097473
rnn,256,2,0.1,0.001,200,True,5,0.73,0.975345253944397
dense,256,5,0.5,0.0005,200,True,5,0.73,0.8944998979568481
dense,256,4,0.3,0.0005,200,True,5,0.73,0.8757984638214111
dense,256,1,0.05,0.0002,200,True,5,0.73,0.9727304577827454
rnn,128,4,0.05,0.001,200,True,5,0.73,1.0505207777023315
rnn,256,1,0.05,0.0005,100,True,5,0.73,0.9713712334632874
rnn,256,2,0.1,0.0005,200,True,5,0.73,0.9716899991035461
rnn,128,3,0.5,0.001,200,True,5,0.73,0.9393642544746399
dense,256,4,0.1,0.001,100,True,5,0.73,0.9765366911888123
rnn,256,2,0.5,0.0005,200,True,5,0.73,0.9215152859687805
rnn,256,1,0.5,0.001,100,True,5,0.73,0.9383127689361572
rnn,128,2,0.01,0.0002,200,True,5,0.73,0.9755344986915588
rnn,256,2,0.5,0.001,100,True,5,0.73,0.9336565136909485
rnn,256,2,0.01,0.0005,50,True,5,0.73,1.5774126052856445
dense,256,4,0.05,0.001,50,True,5,0.73,0.9582763910293579
dense,256,5,0.5,0.001,100,True,5,0.73,0.8776757121086121
dense,256,3,0.05,0.0002,200,True,5,0.73,0.9319213032722473
rnn,128,1,0.1,0.0005,200,True,5,0.73,0.954545259475708
dense,256,4,0.01,0.0005,200,True,5,0.73,0.9352787137031555
dense,128,5,0.05,0.001,100,True,5,0.73,0.9087260365486145
rnn,128,2,0.05,0.0005,200,True,5,0.73,0.9287487268447876
rnn,256,1,0.05,0.0005,200,True,5,0.73,0.9372557997703552
dense,256,5,0.05,0.0005,200,True,5,0.73,0.9082334637641907
dense,256,5,0.3,0.001,100,True,5,0.725,0.8689550757408142
dense,256,4,0.01,0.001,200,True,5,0.725,0.9418781995773315
rnn,256,2,0.5,0.001,200,True,5,0.725,0.9339912533760071
rnn,256,3,0.5,0.001,100,True,5,0.725,1.0261847972869873
rnn,256,1,0.05,0.001,100,True,5,0.725,0.9603182077407837
dense,256,1,0.01,0.001,200,True,5,0.725,0.9668429493904114
rnn,128,1,0.1,0.001,100,True,5,0.725,0.9376038908958435
rnn,256,1,0.3,0.001,50,True,5,0.725,0.9814698100090027
dense,128,3,0.3,0.0005,200,True,5,0.725,0.9451674818992615
cnn,128,5,0.5,0.0002,200,True,5,0.725,0.9599514603614807
rnn,256,1,0.01,0.0005,100,True,5,0.725,0.9911019206047058
dense,64,2,0.1,0.0005,200,True,5,0.725,0.9694711565971375
dense,256,5,0.05,0.001,50,True,5,0.725,0.9054990410804749
cnn,256,3,0.5,0.0005,100,True,5,0.725,1.0830801725387573
cnn,256,2,0.5,0.0005,50,True,5,0.725,1.1466472148895264
dense,256,5,0.1,0.0002,200,True,5,0.725,0.9183824062347412
dense,256,3,0.1,0.0005,100,True,5,0.725,0.9155330061912537
cnn,128,3,0.5,0.0002,100,True,5,0.725,1.0311695337295532
dense,256,5,0.01,0.0005,200,True,5,0.725,0.912672758102417
rnn,128,2,0.5,0.0002,200,True,5,0.725,0.9481089115142822
cnn,128,2,0.3,0.0005,100,True,5,0.725,1.07598078250885
rnn,64,1,0.3,0.0005,200,True,5,0.725,0.9447066783905029
dense,128,1,0.3,0.001,100,True,5,0.725,0.9404256343841553
cnn,256,3,0.5,0.0005,200,True,5,0.72,1.1368918418884277
dense,256,1,0.5,0.0005,200,True,5,0.72,0.9007391333580017
rnn,256,2,0.5,0.0002,200,True,5,0.72,0.9544624090194702
rnn,128,2,0.1,0.001,100,True,5,0.72,0.9709920287132263
rnn,256,1,0.3,0.0005,200,True,5,0.72,0.9495028853416443
cnn,256,5,0.3,0.0001,200,True,5,0.72,1.028085708618164
cnn,256,1,0.3,0.0001,50,True,5,0.72,1.062570333480835
cnn,256,1,0.3,0.0001,200,True,5,0.72,1.021205186843872
dense,256,1,0.3,0.001,200,True,5,0.72,0.9071483612060547
rnn,256,3,0.3,0.0005,200,True,5,0.72,0.9888638854026794
dense,256,1,0.3,0.001,100,True,5,0.72,0.9370534420013428
dense,128,4,0.05,0.0005,200,True,5,0.72,0.9883167147636414
rnn,256,1,0.5,0.001,200,True,5,0.72,0.9658654928207397
dense,64,5,0.1,0.001,100,True,5,0.72,1.0514029264450073
dense,256,1,0.3,0.001,50,True,5,0.72,0.9508984088897705
dense,256,5,0.01,0.0005,100,True,5,0.72,0.9350847601890564
cnn,64,4,0.3,0.0001,200,True,5,0.72,0.9836744666099548
dense,128,2,0.3,0.001,100,True,5,0.72,0.9188811779022217
cnn,128,4,0.3,0.0002,200,True,5,0.72,1.0190300941467285
rnn,256,2,0.01,0.0001,200,True,5,0.72,0.9976744651794434
dense,128,5,0.1,0.0005,200,True,5,0.72,0.9876659512519836
dense,128,1,0.01,0.0005,200,True,5,0.72,0.9649159908294678
dense,128,5,0.1,0.0005,100,True,5,0.72,1.0077521800994873
dense,128,3,0.1,0.0005,200,True,5,0.72,0.979381263256073
rnn,256,2,0.3,0.001,50,True,5,0.72,1.229303002357483
cnn,64,2,0.5,0.001,100,True,5,0.72,1.0291287899017334
cnn,128,5,0.5,0.001,50,True,5,0.72,1.1611117124557495
rnn,256,2,0.1,0.0002,100,True,5,0.72,0.9609380960464478
cnn,128,3,0.5,0.0005,50,True,5,0.72,1.0404785871505737
rnn,256,3,0.1,0.0002,100,True,5,0.72,0.9576971530914307
dense,128,2,0.5,0.001,200,True,5,0.72,0.9523497223854065
cnn,64,2,0.01,0.0001,200,True,5,0.72,0.9780229926109314
dense,256,4,0.05,0.001,100,True,5,0.72,0.9302414655685425
dense,256,3,0.1,0.001,200,True,5,0.72,0.9912644028663635
rnn,128,1,0.5,0.0005,200,True,5,0.72,0.9485116004943848
rnn,128,3,0.5,0.0005,100,True,5,0.72,0.9738671779632568
dense,256,4,0.1,0.001,50,True,5,0.72,0.9459378123283386
rnn,128,2,0.5,0.0005,100,True,5,0.72,0.9560863971710205
cnn,256,4,0.3,0.0005,100,True,5,0.72,1.1237974166870117
dense,256,2,0.3,0.0005,200,True,5,0.72,0.9044451713562012
dense,256,4,0.5,0.001,200,True,5,0.72,0.917327344417572
rnn,256,2,0.3,0.0002,100,True,5,0.72,0.9464768171310425
rnn,256,3,0.3,0.0002,200,True,5,0.72,0.9604892730712891
dense,256,3,0.5,0.001,50,True,5,0.72,0.9835647344589233
dense,256,3,0.5,0.001,200,True,5,0.72,0.929629921913147
dense,256,2,0.5,0.001,200,True,5,0.72,0.9350965023040771
cnn,256,5,0.5,0.0005,100,True,5,0.72,1.1404839754104614
cnn,256,2,0.05,0.0005,200,True,5,0.72,1.1820361614227295
rnn,256,2,0.05,0.001,200,True,5,0.715,0.9946730136871338
rnn,256,3,0.05,0.0002,200,True,5,0.715,0.9912317395210266
cnn,256,3,0.5,0.0005,50,True,5,0.715,1.1512657403945923
rnn,128,1,0.01,0.001,100,True,5,0.715,0.9095394611358643
rnn,256,2,0.01,0.001,200,True,5,0.715,0.9975048899650574
dense,256,1,0.05,0.001,100,True,5,0.715,0.9178768396377563
rnn,256,1,0.01,0.001,100,True,5,0.715,0.9790546298027039
rnn,256,3,0.01,0.001,100,True,5,0.715,1.0247493982315063
rnn,256,1,0.01,0.001,200,True,5,0.715,0.970437228679657
dense,256,1,0.5,0.001,200,True,5,0.715,0.9268059730529785
rnn,128,2,0.01,0.001,200,True,5,0.715,0.9703214168548584
cnn,128,5,0.5,0.0005,200,True,5,0.715,1.060468316078186
rnn,256,2,0.1,0.0005,100,True,5,0.715,0.9219620227813721
rnn,256,1,0.1,0.0005,200,True,5,0.715,0.9755544066429138
rnn,256,3,0.1,0.0005,200,True,5,0.715,0.9577343463897705
rnn,128,2,0.05,0.001,200,True,5,0.715,0.9756381511688232
dense,256,1,0.1,0.001,50,True,5,0.715,0.879184365272522
dense,256,3,0.1,0.0005,200,True,5,0.715,0.9337989687919617
dense,128,4,0.5,0.001,100,True,5,0.715,0.9804983735084534
rnn,128,2,0.5,0.0005,200,True,5,0.715,0.9504411220550537
rnn,128,1,0.05,0.001,100,True,5,0.715,0.9546489715576172
cnn,128,2,0.3,0.0001,200,True,5,0.715,0.9807282090187073
cnn,128,4,0.5,0.0002,50,True,5,0.715,1.0109096765518188
rnn,128,3,0.5,0.0002,200,True,5,0.715,1.026820421218872
dense,128,1,0.1,0.0005,200,True,5,0.715,0.9675160050392151
dense,128,4,0.1,0.0005,100,True,5,0.715,1.0283833742141724
cnn,64,1,0.05,0.001,100,True,5,0.715,1.0721477270126343
dense,128,4,0.3,0.0005,200,True,5,0.715,0.935904324054718
dense,128,5,0.3,0.0005,200,True,5,0.715,0.9401319026947021
dense,128,3,0.1,0.001,200,True,5,0.715,0.9947393536567688
dense,128,1,0.1,0.0005,100,True,5,0.715,0.968383252620697
cnn,64,1,0.5,0.0005,100,True,5,0.715,0.9976670742034912
rnn,128,2,0.3,0.001,200,True,5,0.715,0.9596431255340576
rnn,128,3,0.3,0.001,50,True,5,0.715,1.7595895528793335
cnn,64,3,0.05,0.0005,50,True,5,0.715,1.0186316967010498
cnn,64,4,0.3,0.0002,200,True,5,0.715,0.9441983699798584
dense,128,2,0.01,0.001,200,True,5,0.715,0.9686110019683838
dense,128,1,0.01,0.001,200,True,5,0.715,1.0032135248184204
dense,128,5,0.01,0.001,100,True,5,0.715,1.0183508396148682
cnn,128,1,0.5,0.001,100,True,5,0.715,1.0284603834152222
rnn,128,1,0.5,0.001,100,True,5,0.715,0.8888532519340515
dense,256,5,0.1,0.0005,100,True,5,0.715,0.9234083294868469
dense,128,2,0.05,0.0005,200,True,5,0.715,0.9623069763183594
rnn,128,2,0.05,0.0002,200,True,5,0.715,1.0072245597839355
dense,128,1,0.1,0.001,100,True,5,0.715,0.9891847372055054
cnn,128,4,0.1,0.001,200,True,5,0.715,1.1825662851333618
rnn,128,1,0.1,0.0005,100,True,5,0.715,0.9692585468292236
rnn,256,1,0.01,0.0005,200,True,5,0.715,0.9456065893173218
rnn,256,3,0.01,0.0005,100,True,5,0.715,0.9593455791473389
dense,256,4,0.01,0.001,50,True,5,0.715,0.9359574913978577
dense,256,5,0.3,0.0002,200,True,5,0.715,0.9105995297431946
dense,256,4,0.3,0.001,200,True,5,0.715,0.9652307629585266
dense,256,3,0.3,0.001,200,True,5,0.715,0.9098373651504517
cnn,256,4,0.5,0.0001,50,True,5,0.715,1.04377019405365
cnn,256,5,0.5,0.0005,200,True,5,0.715,1.165550708770752
cnn,256,3,0.3,0.0001,100,True,5,0.715,1.0878535509109497
cnn,256,4,0.3,0.0001,50,True,5,0.715,1.067121148109436
rnn,256,2,0.5,0.001,50,True,5,0.715,1.1837410926818848
dense,256,5,0.01,0.001,100,True,5,0.715,0.9017729759216309
rnn,256,1,0.05,0.001,200,True,5,0.715,0.9220001697540283
cnn,128,5,0.05,0.0001,100,True,5,0.715,1.007346272468567
rnn,64,2,0.1,0.001,200,True,5,0.715,1.0129497051239014
cnn,64,2,0.1,0.0005,200,True,5,0.715,1.0023607015609741
dense,128,1,0.05,0.001,50,True,5,0.715,0.9956157803535461
cnn,128,2,0.1,0.0002,200,True,5,0.715,1.1337158679962158
cnn,128,2,0.5,0.0002,200,True,5,0.715,0.9994708895683289
rnn,128,1,0.05,0.0005,200,True,5,0.715,0.9257120490074158
cnn,64,1,0.5,0.001,200,True,5,0.715,1.0107085704803467
rnn,256,1,0.3,0.001,100,True,5,0.715,0.9386359453201294
dense,128,4,0.01,0.0005,100,True,5,0.715,0.9926016926765442
cnn,64,3,0.5,0.001,200,True,5,0.715,1.131824016571045
cnn,128,3,0.01,0.0001,100,True,5,0.715,0.9956181049346924
rnn,256,3,0.5,0.0001,200,True,5,0.715,0.9615681171417236
cnn,256,2,0.5,0.0001,200,True,5,0.715,1.0136194229125977
cnn,64,5,0.5,0.001,100,True,5,0.715,0.9614415764808655
dense,128,3,0.01,0.0005,100,True,5,0.715,0.960417628288269
dense,128,4,0.01,0.0002,200,True,5,0.715,1.008913516998291
cnn,64,3,0.5,0.001,100,True,5,0.715,1.0504552125930786
rnn,256,3,0.3,0.001,200,True,5,0.715,1.0305571556091309
cnn,64,4,0.1,0.0005,200,True,5,0.715,1.0252230167388916
dense,256,2,0.3,0.001,50,True,5,0.715,0.9708884954452515
dense,256,1,0.3,0.0002,200,True,5,0.71,0.9592080116271973
cnn,128,4,0.5,0.0005,50,True,5,0.71,1.0882614850997925
cnn,128,2,0.5,0.0005,100,True,5,0.71,1.0233564376831055
rnn,128,4,0.05,0.001,100,True,5,0.71,0.9873093962669373
dense,256,2,0.1,0.001,200,True,5,0.71,0.9366316199302673
dense,256,2,0.05,0.0005,100,True,5,0.71,0.9802922606468201
cnn,256,4,0.5,0.0002,100,True,5,0.71,1.0647717714309692
dense,256,4,0.5,0.001,100,True,5,0.71,0.9007111191749573
rnn,256,2,0.5,0.0005,100,True,5,0.71,0.9281798005104065
dense,256,2,0.05,0.0002,200,True,5,0.71,0.9784181714057922
cnn,256,5,0.5,0.0002,100,True,5,0.71,1.0700289011001587
cnn,256,2,0.5,0.0002,200,True,5,0.71,1.0800286531448364
rnn,256,2,0.05,0.0005,200,True,5,0.71,0.9506667256355286
rnn,256,2,0.05,0.001,50,True,5,0.71,1.2906014919281006
cnn,128,5,0.01,0.0001,100,True,5,0.71,1.0416573286056519
dense,256,5,0.3,0.001,200,True,5,0.71,0.9406964778900146
cnn,256,3,0.05,0.0001,200,True,5,0.71,1.0758596658706665
rnn,256,1,0.3,0.0005,100,True,5,0.71,0.9664367437362671
rnn,256,4,0.5,0.0005,200,True,5,0.71,0.9886713624000549
dense,256,1,0.3,0.0005,100,True,5,0.71,0.9312520027160645
dense,256,4,0.3,0.0005,100,True,5,0.71,0.9057988524436951
cnn,128,1,0.5,0.001,200,True,5,0.71,1.0664268732070923
rnn,64,1,0.3,0.001,200,True,5,0.71,0.9759738445281982
cnn,256,3,0.1,0.0001,50,True,5,0.71,1.0999302864074707
rnn,128,2,0.5,0.001,100,True,5,0.71,0.9932370781898499
rnn,256,2,0.01,0.0002,200,True,5,0.71,0.9430771470069885
rnn,256,2,0.01,0.0002,100,True,5,0.71,0.9859731793403625
dense,128,2,0.05,0.001,200,True,5,0.71,0.9863036870956421
cnn,128,3,0.05,0.001,100,True,5,0.71,1.2564878463745117
rnn,128,4,0.05,0.0005,200,True,5,0.71,1.0062432289123535
cnn,128,1,0.5,0.0002,50,True,5,0.71,1.013510823249817
dense,128,2,0.5,0.0005,200,True,5,0.71,0.9430168271064758
dense,128,3,0.5,0.0005,200,True,5,0.71,0.9625000953674316
cnn,128,5,0.3,0.0001,200,True,5,0.71,1.000631332397461
cnn,128,3,0.3,0.0002,200,True,5,0.71,1.0722925662994385
cnn,128,5,0.3,0.0005,200,True,5,0.71,1.1105197668075562
cnn,128,3,0.3,0.0001,100,True,5,0.71,0.971447765827179
cnn,128,4,0.1,0.0005,200,True,5,0.71,1.1541244983673096
cnn,128,5,0.3,0.0001,100,True,5,0.71,0.9988510608673096
rnn,128,1,0.05,0.0005,100,True,5,0.71,0.9776968359947205
rnn,128,4,0.1,0.0005,100,True,5,0.71,0.97365403175354
dense,128,3,0.3,0.001,100,True,5,0.71,0.9195886850357056
cnn,128,1,0.3,0.0005,200,True,5,0.71,1.0879844427108765
dense,256,1,0.1,0.0002,200,True,5,0.71,0.9280722141265869
rnn,256,4,0.1,0.0001,200,True,5,0.71,1.0433584451675415
dense,128,3,0.01,0.001,200,True,5,0.71,0.9645731449127197
cnn,64,1,0.3,0.0005,50,True,5,0.71,1.0247793197631836
rnn,64,3,0.3,0.001,200,True,5,0.71,0.992647111415863
cnn,64,5,0.3,0.001,50,True,5,0.71,1.0430396795272827
cnn,64,2,0.3,0.0005,50,True,5,0.71,1.0299898386001587
cnn,64,5,0.3,0.0002,100,True,5,0.71,1.0047520399093628
cnn,64,1,0.3,0.0005,100,True,5,0.71,1.0271964073181152
cnn,64,5,0.3,0.0001,200,True,5,0.71,1.041333794593811
cnn,64,5,0.5,0.0005,50,True,5,0.71,1.0057594776153564
rnn,128,2,0.5,0.001,200,True,5,0.71,0.9984840154647827
rnn,128,2,0.01,0.0005,200,True,5,0.71,0.9733126759529114
cnn,128,2,0.3,0.001,200,True,5,0.71,1.2066587209701538
dense,256,3,0.1,0.0002,100,True,5,0.71,1.0425524711608887
dense,256,4,0.1,0.0002,200,True,5,0.71,0.9758447408676147
cnn,128,5,0.5,0.001,100,True,5,0.71,1.1086375713348389
cnn,256,2,0.5,0.001,100,True,5,0.71,1.1773432493209839
cnn,128,3,0.5,0.0001,200,True,5,0.71,0.9870938658714294
dense,256,4,0.01,0.0005,100,True,5,0.71,0.9853237271308899
cnn,128,1,0.05,0.0001,50,True,5,0.71,1.030174732208252
rnn,256,3,0.5,0.001,200,True,5,0.71,0.9726004600524902
rnn,256,4,0.05,0.001,100,True,5,0.71,1.0410593748092651
rnn,256,3,0.3,0.001,100,True,5,0.71,1.0554826259613037
rnn,256,3,0.01,0.0002,200,True,5,0.71,0.9708928465843201
dense,128,5,0.01,0.0002,200,True,5,0.71,1.027567744255066
cnn,64,1,0.5,0.001,100,True,5,0.71,1.025194764137268
rnn,256,2,0.01,0.0005,200,True,5,0.71,0.9399250149726868
rnn,256,4,0.3,0.001,200,True,5,0.71,1.0257271528244019
cnn,128,5,0.5,0.0001,200,True,5,0.71,0.9342030882835388
rnn,128,1,0.1,0.001,200,True,5,0.71,0.9370027184486389
cnn,64,4,0.1,0.0002,100,True,5,0.71,1.0691611766815186
dense,256,3,0.3,0.0002,200,True,5,0.71,0.9470985531806946
dense,256,2,0.01,0.0005,100,True,5,0.71,0.9129764437675476
rnn,128,2,0.1,0.001,200,True,5,0.71,0.9950888156890869
dense,256,2,0.01,0.001,200,True,5,0.71,0.9390878081321716
dense,128,3,0.05,0.0005,200,True,5,0.71,0.9851016402244568
cnn,256,2,0.3,0.0001,50,True,5,0.71,1.0569268465042114
cnn,256,5,0.5,0.0005,50,True,5,0.71,1.0843682289123535
rnn,64,1,0.5,0.001,100,True,5,0.71,1.0293346643447876
rnn,64,2,0.5,0.001,200,True,5,0.71,0.9367544054985046
dense,256,4,0.5,0.0005,200,True,5,0.71,0.9165357351303101
rnn,256,2,0.5,0.0002,100,True,5,0.71,1.012924313545227
cnn,256,4,0.5,0.0002,200,True,5,0.71,1.0334044694900513
cnn,256,1,0.5,0.0002,100,True,5,0.71,1.041019320487976
cnn,256,2,0.5,0.0002,100,True,5,0.71,1.070716142654419
dense,64,1,0.01,0.0005,200,True,5,0.705,1.1579535007476807
cnn,256,5,0.5,0.0002,200,True,5,0.705,1.0694873332977295
cnn,256,1,0.5,0.0002,50,True,5,0.705,1.059919834136963
cnn,256,3,0.5,0.0002,50,True,5,0.705,1.0135161876678467
rnn,256,4,0.05,0.0002,200,True,5,0.705,0.9898226261138916
cnn,256,1,0.5,0.0002,200,True,5,0.705,1.029197335243225
cnn,256,3,0.5,0.0002,200,True,5,0.705,1.0684542655944824
cnn,64,4,0.01,0.001,200,True,5,0.705,1.067601203918457
cnn,256,3,0.5,0.0001,50,True,5,0.705,1.0515438318252563
dense,256,3,0.01,0.0005,200,True,5,0.705,0.9990549683570862
rnn,256,2,0.3,0.0002,200,True,5,0.705,1.0106098651885986
cnn,256,2,0.5,0.0001,50,True,5,0.705,1.0411937236785889
dense,256,5,0.5,0.0002,200,True,5,0.705,0.9635570645332336
dense,128,5,0.5,0.0005,200,True,5,0.705,0.9319548010826111
dense,256,3,0.3,0.001,100,True,5,0.705,0.9678873419761658
cnn,64,2,0.01,0.001,50,True,5,0.705,1.187423586845398
rnn,256,4,0.3,0.001,100,True,5,0.705,0.9975248575210571
rnn,256,1,0.3,0.0002,200,True,5,0.705,0.9338771104812622
cnn,256,4,0.3,0.0002,100,True,5,0.705,1.1109579801559448
rnn,256,2,0.01,0.001,100,True,5,0.705,0.966468870639801
dense,256,1,0.3,0.0005,200,True,5,0.705,0.91748046875
dense,256,3,0.3,0.0005,200,True,5,0.705,0.9452371001243591
rnn,256,3,0.01,0.0005,50,True,5,0.705,1.9243823289871216
dense,256,5,0.3,0.0005,100,True,5,0.705,0.9290323853492737
rnn,256,1,0.01,0.0002,200,True,5,0.705,0.9823649525642395
cnn,128,4,0.01,0.0002,200,True,5,0.705,1.0703277587890625
rnn,256,4,0.01,0.0002,100,True,5,0.705,0.9896619319915771
cnn,64,4,0.5,0.001,50,True,5,0.705,1.0280954837799072
dense,256,3,0.01,0.001,100,True,5,0.705,0.9473323822021484
dense,256,1,0.1,0.001,200,True,5,0.705,0.9621132612228394
dense,256,5,0.1,0.001,50,True,5,0.705,0.9347180724143982
dense,256,1,0.1,0.001,100,True,5,0.705,0.9299106597900391
rnn,128,3,0.1,0.0002,200,True,5,0.705,0.9912000298500061
cnn,128,5,0.1,0.0005,50,True,5,0.705,1.130766749382019
cnn,128,3,0.5,0.0005,200,True,5,0.705,1.0241435766220093
rnn,128,2,0.05,0.0005,100,True,5,0.705,0.9572094678878784
rnn,128,2,0.1,0.0002,200,True,5,0.705,0.9911991953849792
cnn,128,4,0.5,0.0005,200,True,5,0.705,1.000563383102417
cnn,64,1,0.5,0.001,50,True,5,0.705,1.0264201164245605
cnn,256,5,0.3,0.0001,50,True,5,0.705,1.034281611442566
rnn,64,2,0.5,0.001,100,True,5,0.705,0.9572159647941589
cnn,128,1,0.3,0.0001,100,True,5,0.705,0.9782063961029053
rnn,256,4,0.01,0.0002,200,True,5,0.705,0.9861310720443726
cnn,128,4,0.3,0.0001,100,True,5,0.705,1.064407229423523
dense,128,2,0.05,0.0005,100,True,5,0.705,1.0187617540359497
rnn,128,2,0.1,0.001,50,True,5,0.705,1.36846125125885
dense,128,1,0.05,0.0005,100,True,5,0.705,1.0782036781311035
rnn,128,3,0.1,0.001,100,True,5,0.705,1.0846277475357056
dense,256,5,0.1,0.0005,50,True,5,0.705,1.013062834739685
cnn,64,3,0.1,0.0005,200,True,5,0.705,0.9632149338722229
rnn,64,1,0.1,0.0005,200,True,5,0.705,0.9398149251937866
cnn,256,4,0.5,0.001,100,True,5,0.705,1.2404102087020874
rnn,256,4,0.5,0.001,200,True,5,0.705,1.0006386041641235
cnn,64,1,0.1,0.0002,200,True,5,0.705,1.0055265426635742
cnn,64,5,0.1,0.0002,100,True,5,0.705,1.0180343389511108
cnn,128,4,0.3,0.001,200,True,5,0.705,1.1231660842895508
cnn,128,1,0.3,0.001,200,True,5,0.705,1.1020790338516235
dense,256,2,0.5,0.0005,200,True,5,0.705,0.9276264905929565
dense,256,5,0.05,0.001,100,True,5,0.705,0.9324684739112854
dense,256,3,0.05,0.001,100,True,5,0.705,0.9650781750679016
dense,256,1,0.5,0.001,100,True,5,0.705,0.9307235479354858
dense,256,3,0.5,0.001,100,True,5,0.705,0.913938581943512
dense,256,2,0.5,0.001,100,True,5,0.705,0.988403856754303
dense,256,5,0.05,0.0005,50,True,5,0.705,1.0443179607391357
dense,256,1,0.05,0.0001,200,True,5,0.705,1.0680328607559204
cnn,256,2,0.05,0.0002,100,True,5,0.705,1.213000774383545
rnn,256,2,0.05,0.001,100,True,5,0.705,0.9664161801338196
cnn,128,3,0.01,0.0001,200,True,5,0.705,1.0919300317764282
dense,256,3,0.05,0.001,50,True,5,0.705,0.9379580616950989
rnn,256,2,0.05,0.0005,50,True,5,0.705,1.5750142335891724
rnn,256,3,0.05,0.0005,200,True,5,0.705,0.9682756662368774
dense,256,4,0.05,0.0005,50,True,5,0.705,1.0060027837753296
dense,256,3,0.05,0.0005,50,True,5,0.705,1.008702278137207
rnn,256,3,0.5,0.0002,200,True,5,0.705,0.9523393511772156
cnn,64,1,0.01,0.0005,50,True,5,0.705,1.0368791818618774
rnn,256,3,0.05,0.0001,200,True,5,0.705,1.0008957386016846
cnn,256,2,0.5,0.001,50,True,5,0.705,1.290868878364563
cnn,256,1,0.5,0.0005,50,True,5,0.705,1.1295982599258423
rnn,64,2,0.05,0.001,100,True,5,0.705,1.0028587579727173
cnn,64,5,0.3,0.001,100,True,5,0.705,1.0994040966033936
rnn,128,2,0.01,0.0005,100,True,5,0.705,0.976306676864624
rnn,256,3,0.01,0.0001,200,True,5,0.705,1.0097718238830566
dense,128,4,0.01,0.001,100,True,5,0.705,0.9528704285621643
rnn,256,2,0.1,0.0001,200,True,5,0.705,0.9815151691436768
dense,256,2,0.1,0.0001,200,True,5,0.705,1.0242427587509155
rnn,128,3,0.3,0.0002,200,True,5,0.705,1.0002068281173706
rnn,128,1,0.5,0.001,200,True,5,0.705,0.9323784112930298
cnn,128,4,0.3,0.0005,100,True,5,0.705,1.085633635520935
cnn,128,4,0.3,0.0002,50,True,5,0.705,1.004658579826355
cnn,64,2,0.05,0.0005,200,True,5,0.705,1.1113924980163574
rnn,256,1,0.1,0.0002,200,True,5,0.705,0.9920992255210876
dense,128,3,0.5,0.001,200,True,5,0.705,0.9542763233184814
cnn,128,5,0.5,0.0005,50,True,5,0.705,0.9669001698493958
cnn,128,3,0.5,0.001,100,True,5,0.705,1.1429741382598877
rnn,256,2,0.1,0.0002,200,True,5,0.705,1.0046780109405518
