Model Type,Hidden Size,Num Layers,Dropout,Learning Rate,Num Epochs,Early Stopping,Patience,Accuracy,Loss
rnn,256,1,0.5,0.0001,100,True,5,0.545,1.3852181434631348
rnn,64,4,0.01,0.001,50,True,5,0.545,2.0337471961975098
rnn,256,1,0.3,0.0002,50,True,5,0.545,1.371199369430542
rnn,256,4,0.01,0.0001,100,True,5,0.545,1.328150749206543
dense,64,2,0.1,0.0002,200,True,5,0.545,1.4092594385147095
dense,128,1,0.1,0.0002,100,True,5,0.545,1.3639148473739624
cnn,64,1,0.5,0.0001,50,True,5,0.545,1.3883105516433716
rnn,64,3,0.01,0.0002,100,True,5,0.545,1.4249904155731201
dense,128,2,0.3,0.0002,100,True,5,0.545,1.4376155138015747
dense,128,4,0.3,0.0005,50,True,5,0.54,1.3905138969421387
rnn,64,2,0.3,0.0005,50,True,5,0.54,1.7153903245925903
rnn,256,1,0.01,0.0001,50,True,5,0.54,1.5479202270507812
dense,256,3,0.3,0.0001,100,True,5,0.54,1.3700919151306152
rnn,128,1,0.5,0.0002,100,True,5,0.54,1.3874539136886597
dense,64,3,0.01,0.0001,200,True,5,0.54,1.5812294483184814
dense,256,4,0.01,0.0001,50,True,5,0.54,1.4630123376846313
rnn,128,2,0.01,0.0002,50,True,5,0.54,1.9093393087387085
dense,64,5,0.05,0.0001,200,True,5,0.54,1.5397731065750122
rnn,128,1,0.5,0.0001,200,True,5,0.54,1.3788611888885498
dense,128,3,0.01,0.0001,100,True,5,0.54,1.5594650506973267
dense,64,2,0.01,0.0005,50,True,5,0.535,1.5503449440002441
dense,128,2,0.5,0.0005,50,True,5,0.535,1.4634402990341187
dense,64,1,0.5,0.0005,100,True,5,0.535,1.4563827514648438
rnn,64,3,0.05,0.0002,100,True,5,0.535,1.4694792032241821
rnn,256,3,0.3,0.0002,50,True,5,0.535,2.0672109127044678
rnn,64,3,0.3,0.0002,100,True,5,0.535,1.5561579465866089
dense,64,2,0.3,0.0002,200,True,5,0.535,1.4730879068374634
dense,256,3,0.3,0.0002,50,True,5,0.535,1.405281662940979
dense,128,4,0.3,0.0002,100,True,5,0.535,1.4043632745742798
dense,64,2,0.1,0.0002,100,True,5,0.535,1.5874372720718384
dense,64,4,0.01,0.0001,200,True,5,0.535,1.4950997829437256
dense,128,4,0.05,0.0002,50,True,5,0.53,1.5685096979141235
dense,64,2,0.5,0.001,50,True,5,0.53,1.5750166177749634
dense,64,5,0.3,0.001,50,True,5,0.53,1.4266183376312256
dense,128,5,0.1,0.0002,50,True,5,0.53,1.5979939699172974
dense,64,3,0.05,0.0001,200,True,5,0.53,1.5847983360290527
rnn,64,3,0.01,0.0001,200,True,5,0.53,1.3407429456710815
rnn,128,2,0.1,0.0002,50,True,5,0.53,1.8991622924804688
dense,256,2,0.3,0.0001,100,True,5,0.53,1.3909333944320679
dense,128,3,0.3,0.0002,100,True,5,0.53,1.4169050455093384
rnn,64,2,0.01,0.0001,200,True,5,0.525,1.3958736658096313
dense,64,2,0.05,0.0001,200,True,5,0.525,1.6148098707199097
dense,64,4,0.3,0.001,50,True,5,0.525,1.4074997901916504
rnn,256,4,0.1,0.0001,100,True,5,0.525,1.3829874992370605
rnn,128,4,0.3,0.0002,100,True,5,0.525,1.3921540975570679
dense,64,3,0.05,0.0005,50,True,5,0.52,1.5516769886016846
dense,64,4,0.5,0.0005,100,True,5,0.52,1.4742975234985352
rnn,128,1,0.01,0.0001,100,True,5,0.52,1.4655022621154785
dense,256,1,0.3,0.0002,50,True,5,0.52,1.44386887550354
dense,128,1,0.5,0.0005,50,True,5,0.52,1.5073050260543823
rnn,256,1,0.5,0.0002,50,True,5,0.52,1.4255560636520386
cnn,64,4,0.5,0.0001,50,True,5,0.52,1.4496283531188965
dense,64,2,0.5,0.0002,200,True,5,0.52,1.5626349449157715
dense,64,5,0.01,0.0001,200,True,5,0.52,1.5369617938995361
rnn,64,1,0.05,0.0001,200,True,5,0.515,1.5170814990997314
dense,128,2,0.1,0.0001,100,True,5,0.515,1.5556838512420654
rnn,128,1,0.05,0.0001,100,True,5,0.515,1.4754468202590942
dense,128,1,0.05,0.0001,100,True,5,0.515,1.5733952522277832
rnn,64,1,0.1,0.0005,50,True,5,0.515,1.4631019830703735
rnn,64,1,0.01,0.0005,50,True,5,0.515,1.4404608011245728
dense,64,5,0.05,0.0002,100,True,5,0.515,1.6454346179962158
dense,64,3,0.1,0.0001,200,True,5,0.515,1.5801985263824463
dense,64,3,0.01,0.0002,100,True,5,0.515,1.5247633457183838
rnn,256,3,0.01,0.0001,50,True,5,0.515,2.1815249919891357
rnn,64,2,0.3,0.0001,200,True,5,0.515,1.41658616065979
dense,128,1,0.01,0.0002,50,True,5,0.515,1.5796456336975098
rnn,64,1,0.01,0.0001,200,True,5,0.515,1.478772759437561
dense,128,1,0.3,0.0001,200,True,5,0.515,1.4386013746261597
rnn,64,3,0.01,0.0005,50,True,5,0.515,2.0998523235321045
dense,128,1,0.5,0.0002,100,True,5,0.515,1.5637342929840088
rnn,64,2,0.3,0.0002,100,True,5,0.515,1.4745457172393799
dense,128,1,0.05,0.0002,50,True,5,0.515,1.5552804470062256
dense,64,5,0.01,0.0005,50,True,5,0.51,1.5388233661651611
dense,256,4,0.05,0.0001,50,True,5,0.51,1.5637508630752563
rnn,128,3,0.1,0.0001,100,True,5,0.51,1.4337129592895508
dense,64,3,0.5,0.0005,100,True,5,0.51,1.5068445205688477
dense,256,5,0.5,0.0001,100,True,5,0.51,1.5452266931533813
rnn,64,3,0.1,0.0005,50,True,5,0.51,2.0825655460357666
dense,128,5,0.05,0.0001,100,True,5,0.51,1.5057215690612793
dense,64,3,0.05,0.0002,100,True,5,0.51,1.5425015687942505
dense,64,2,0.1,0.0005,50,True,5,0.505,1.541093349456787
rnn,256,3,0.1,0.0001,50,True,5,0.505,2.1673951148986816
rnn,256,4,0.01,0.0002,50,True,5,0.505,2.144378423690796
dense,64,2,0.3,0.0002,100,True,5,0.505,1.673121690750122
dense,64,5,0.05,0.0005,50,True,5,0.505,1.577172875404358
dense,64,1,0.1,0.0005,50,True,5,0.505,1.5943467617034912
dense,128,1,0.5,0.0001,200,True,5,0.505,1.5345786809921265
dense,256,2,0.05,0.0001,50,True,5,0.505,1.4931895732879639
rnn,64,3,0.3,0.0005,50,True,5,0.505,2.0671236515045166
dense,64,1,0.01,0.0001,200,True,5,0.505,1.5676155090332031
dense,64,1,0.5,0.0002,200,True,5,0.505,1.576954960823059
rnn,128,2,0.3,0.0002,50,True,5,0.5,1.876715898513794
dense,128,2,0.3,0.0001,200,True,5,0.5,1.42283296585083
dense,256,4,0.5,0.0001,100,True,5,0.5,1.4919273853302002
dense,64,2,0.05,0.0005,50,True,5,0.5,1.581884741783142
rnn,64,3,0.1,0.0002,100,True,5,0.5,1.499107837677002
dense,256,5,0.5,0.0002,50,True,5,0.5,1.5169657468795776
dense,128,5,0.05,0.0002,50,True,5,0.5,1.5395443439483643
dense,128,3,0.5,0.0005,50,True,5,0.5,1.4986377954483032
dense,256,1,0.5,0.0001,100,True,5,0.5,1.493468165397644
dense,64,4,0.5,0.0002,200,True,5,0.5,1.554908037185669
rnn,256,1,0.1,0.0001,50,True,5,0.495,1.5925796031951904
dense,64,1,0.01,0.0002,100,True,5,0.495,1.6105470657348633
dense,128,4,0.05,0.0001,100,True,5,0.495,1.5654377937316895
dense,64,3,0.5,0.001,50,True,5,0.495,1.581478476524353
rnn,128,3,0.01,0.0002,50,True,5,0.495,2.164754867553711
dense,64,5,0.1,0.0005,50,True,5,0.495,1.595284104347229
rnn,128,5,0.1,0.0001,200,True,5,0.495,1.3511813879013062
dense,64,5,0.1,0.0001,200,True,5,0.495,1.5799189805984497
dense,64,3,0.01,0.0005,50,True,5,0.495,1.5917658805847168
dense,64,4,0.05,0.0002,100,True,5,0.495,1.570847749710083
dense,128,4,0.5,0.0001,200,True,5,0.495,1.5252985954284668
dense,256,3,0.3,0.0001,50,True,5,0.495,1.5571730136871338
dense,256,3,0.1,0.0001,50,True,5,0.495,1.5341484546661377
dense,128,2,0.01,0.0001,100,True,5,0.495,1.5634363889694214
dense,256,2,0.01,0.0001,50,True,5,0.495,1.5689172744750977
dense,256,4,0.1,0.0001,50,True,5,0.495,1.5490820407867432
dense,256,3,0.05,0.0001,50,True,5,0.495,1.5163068771362305
rnn,128,1,0.1,0.0001,100,True,5,0.495,1.4901388883590698
rnn,64,2,0.05,0.0001,200,True,5,0.495,1.391737461090088
rnn,64,1,0.1,0.0002,100,True,5,0.495,1.4986255168914795
rnn,64,1,0.5,0.0001,200,True,5,0.495,1.6020386219024658
dense,128,4,0.5,0.0005,50,True,5,0.49,1.5011796951293945
dense,64,4,0.5,0.001,50,True,5,0.49,1.5001107454299927
dense,256,1,0.05,0.0001,50,True,5,0.49,1.5435075759887695
rnn,64,1,0.5,0.0002,100,True,5,0.49,1.6217442750930786
rnn,64,1,0.1,0.0001,200,True,5,0.49,1.5022790431976318
dense,64,2,0.01,0.0002,100,True,5,0.49,1.5289520025253296
dense,64,5,0.5,0.001,50,True,5,0.49,1.5347572565078735
rnn,64,1,0.01,0.0002,100,True,5,0.49,1.4854377508163452
dense,256,5,0.01,0.0001,50,True,5,0.485,1.5382745265960693
dense,64,1,0.3,0.0005,50,True,5,0.485,1.634689211845398
dense,128,3,0.05,0.0001,100,True,5,0.485,1.5560927391052246
dense,128,1,0.3,0.0001,100,True,5,0.485,1.6590240001678467
rnn,256,2,0.5,0.0001,50,True,5,0.485,1.8876123428344727
dense,128,5,0.01,0.0002,50,True,5,0.485,1.6592658758163452
rnn,64,1,0.3,0.0002,100,True,5,0.48,1.5405713319778442
dense,128,5,0.5,0.0002,100,True,5,0.48,1.5291856527328491
dense,128,4,0.5,0.0002,100,True,5,0.48,1.536909580230713
rnn,128,3,0.3,0.0001,100,True,5,0.48,1.520899772644043
dense,64,5,0.5,0.0002,200,True,5,0.48,1.5644192695617676
dense,128,2,0.01,0.0002,50,True,5,0.48,1.593977451324463
dense,256,1,0.01,0.0001,50,True,5,0.48,1.5513427257537842
dense,64,4,0.1,0.0002,100,True,5,0.48,1.6218911409378052
rnn,64,3,0.5,0.0001,200,True,5,0.48,1.6214810609817505
rnn,256,4,0.3,0.0001,100,True,5,0.48,1.4084168672561646
rnn,64,2,0.5,0.0002,100,True,5,0.48,1.5489091873168945
rnn,128,1,0.1,0.0002,50,True,5,0.48,1.5179280042648315
rnn,256,2,0.3,0.0001,50,True,5,0.48,1.9393960237503052
dense,128,1,0.1,0.0002,50,True,5,0.48,1.6106137037277222
dense,256,3,0.01,0.0001,50,True,5,0.48,1.5720367431640625
dense,64,1,0.01,0.0005,50,True,5,0.48,1.5955336093902588
rnn,256,4,0.05,0.0002,50,True,5,0.48,2.1380155086517334
dense,64,4,0.1,0.0001,200,True,5,0.475,1.5986942052841187
dense,128,2,0.05,0.0002,50,True,5,0.475,1.6447230577468872
rnn,64,2,0.01,0.0002,50,True,5,0.475,2.0008621215820312
rnn,256,4,0.5,0.0001,100,True,5,0.475,1.466774344444275
dense,64,2,0.05,0.0002,100,True,5,0.475,1.611640214920044
dense,64,4,0.05,0.0005,50,True,5,0.475,1.597590446472168
dense,256,5,0.05,0.0001,50,True,5,0.475,1.5595388412475586
dense,64,1,0.05,0.0005,50,True,5,0.475,1.634466290473938
dense,256,5,0.1,0.0001,50,True,5,0.475,1.5542244911193848
dense,256,4,0.5,0.0002,50,True,5,0.475,1.4818620681762695
dense,64,5,0.3,0.0005,50,True,5,0.475,1.6115320920944214
rnn,64,2,0.5,0.0001,200,True,5,0.475,1.5776828527450562
rnn,64,1,0.3,0.0001,200,True,5,0.475,1.6019794940948486
rnn,64,3,0.5,0.0002,100,True,5,0.475,1.6192768812179565
dense,64,5,0.3,0.0001,200,True,5,0.475,1.6988224983215332
dense,256,1,0.1,0.0001,50,True,5,0.475,1.5548272132873535
rnn,64,1,0.05,0.0002,100,True,5,0.475,1.4774465560913086
rnn,128,2,0.5,0.0001,100,True,5,0.475,1.5142725706100464
dense,64,1,0.1,0.0002,100,True,5,0.475,1.6039588451385498
rnn,128,1,0.01,0.0002,50,True,5,0.475,1.5873295068740845
rnn,128,1,0.1,0.0001,50,True,5,0.475,1.7623558044433594
dense,128,1,0.01,0.0001,100,True,5,0.475,1.5937469005584717
dense,256,2,0.5,0.0002,50,True,5,0.47,1.5659360885620117
dense,64,1,0.05,0.0002,100,True,5,0.47,1.5985691547393799
rnn,128,1,0.5,0.0002,50,True,5,0.47,1.6321930885314941
dense,128,2,0.05,0.0001,100,True,5,0.47,1.5533626079559326
dense,256,2,0.1,0.0001,50,True,5,0.47,1.5962321758270264
dense,256,3,0.5,0.0002,50,True,5,0.47,1.5318766832351685
dense,64,2,0.5,0.0005,100,True,5,0.47,1.548650860786438
dense,128,2,0.5,0.0002,100,True,5,0.47,1.4933929443359375
dense,128,5,0.3,0.0001,100,True,5,0.47,1.5991263389587402
rnn,64,5,0.01,0.0002,200,True,5,0.47,1.308669090270996
dense,128,3,0.01,0.0002,50,True,5,0.47,1.560105323791504
dense,128,2,0.1,0.0002,50,True,5,0.47,1.5752806663513184
dense,64,2,0.1,0.0001,200,True,5,0.465,1.640679121017456
rnn,256,1,0.05,0.0001,50,True,5,0.465,1.5926998853683472
dense,64,1,0.01,0.0002,50,True,5,0.465,1.7158807516098022
dense,128,4,0.1,0.0001,100,True,5,0.465,1.6273895502090454
dense,128,3,0.1,0.0001,100,True,5,0.465,1.6023764610290527
rnn,64,2,0.01,0.0001,100,True,5,0.465,1.5951919555664062
rnn,256,4,0.3,0.0002,50,True,5,0.465,2.13362455368042
rnn,128,1,0.05,0.0002,50,True,5,0.465,1.5298240184783936
rnn,256,1,0.3,0.0001,50,True,5,0.465,1.640480637550354
rnn,128,3,0.1,0.0002,50,True,5,0.465,2.1454365253448486
dense,256,2,0.5,0.0001,100,True,5,0.465,1.522423505783081
dense,64,4,0.1,0.0005,50,True,5,0.46,1.5618197917938232
rnn,128,3,0.05,0.0002,50,True,5,0.46,2.162815809249878
rnn,64,4,0.1,0.0001,200,True,5,0.46,1.5266616344451904
dense,128,2,0.5,0.0001,200,True,5,0.46,1.5704913139343262
dense,128,1,0.1,0.0001,100,True,5,0.46,1.6027635335922241
dense,128,5,0.01,0.0001,100,True,5,0.46,1.5854960680007935
rnn,64,1,0.3,0.0005,50,True,5,0.46,1.5436955690383911
dense,128,3,0.05,0.0002,50,True,5,0.46,1.6563884019851685
dense,64,1,0.1,0.0001,200,True,5,0.46,1.587927222251892
dense,128,3,0.3,0.0001,100,True,5,0.455,1.6739355325698853
dense,64,5,0.5,0.0005,100,True,5,0.455,1.532538652420044
dense,64,2,0.3,0.0005,50,True,5,0.455,1.6219333410263062
dense,64,3,0.3,0.0002,100,True,5,0.455,1.6162440776824951
rnn,256,4,0.1,0.0002,50,True,5,0.455,2.1377482414245605
rnn,64,2,0.5,0.0005,50,True,5,0.455,1.7441450357437134
dense,64,5,0.1,0.0002,100,True,5,0.455,1.653069019317627
dense,128,3,0.3,0.0002,50,True,5,0.455,1.6550874710083008
dense,64,3,0.5,0.0002,200,True,5,0.455,1.5961428880691528
dense,128,4,0.3,0.0002,50,True,5,0.45,1.6364834308624268
dense,64,3,0.1,0.0002,100,True,5,0.45,1.6222628355026245
dense,64,1,0.3,0.0001,200,True,5,0.45,1.6796733140945435
dense,64,3,0.5,0.0005,50,True,5,0.45,1.7528308629989624
rnn,128,2,0.01,0.0001,50,True,5,0.445,2.0296471118927
dense,128,4,0.1,0.0002,50,True,5,0.445,1.6719590425491333
dense,64,5,0.5,0.0005,50,True,5,0.445,1.764145016670227
rnn,64,3,0.05,0.0002,50,True,5,0.445,2.2225615978240967
rnn,128,2,0.5,0.0002,50,True,5,0.445,1.8609859943389893
dense,128,5,0.1,0.0001,100,True,5,0.445,1.6068798303604126
dense,256,3,0.5,0.0001,100,True,5,0.445,1.5691959857940674
rnn,256,1,0.5,0.0001,50,True,5,0.44,1.653518557548523
dense,128,3,0.05,0.0001,50,True,5,0.44,1.7580543756484985
dense,64,1,0.05,0.0001,200,True,5,0.44,1.6564834117889404
dense,128,5,0.3,0.0002,50,True,5,0.44,1.6058486700057983
rnn,128,5,0.01,0.0001,200,True,5,0.44,1.3801765441894531
rnn,128,1,0.3,0.0002,50,True,5,0.44,1.628382921218872
dense,64,3,0.3,0.0005,50,True,5,0.44,1.6247165203094482
rnn,64,5,0.1,0.0002,200,True,5,0.435,1.4232776165008545
dense,256,1,0.3,0.0001,50,True,5,0.435,1.692081093788147
dense,128,4,0.3,0.0001,100,True,5,0.435,1.6967720985412598
rnn,128,1,0.5,0.0001,100,True,5,0.435,1.6479008197784424
dense,128,3,0.1,0.0002,50,True,5,0.435,1.6277449131011963
dense,256,1,0.5,0.0002,50,True,5,0.435,1.5815719366073608
dense,64,5,0.1,0.0001,100,True,5,0.435,1.7849862575531006
rnn,128,1,0.05,0.0001,50,True,5,0.43,1.7946118116378784
rnn,64,3,0.05,0.0005,50,True,5,0.43,2.0989930629730225
dense,128,3,0.5,0.0002,100,True,5,0.43,1.5659297704696655
rnn,128,3,0.5,0.0001,100,True,5,0.43,1.6129564046859741
dense,128,5,0.05,0.0001,50,True,5,0.43,1.7864054441452026
rnn,64,5,0.3,0.001,50,True,5,0.43,2.023991823196411
dense,128,5,0.5,0.0001,200,True,5,0.425,1.5883697271347046
dense,64,2,0.05,0.0001,100,True,5,0.425,1.773446798324585
rnn,128,1,0.3,0.0001,100,True,5,0.425,1.5922026634216309
dense,64,5,0.3,0.0002,100,True,5,0.425,1.6933724880218506
dense,64,1,0.3,0.0002,100,True,5,0.425,1.6634488105773926
dense,64,4,0.3,0.0002,100,True,5,0.425,1.7089844942092896
rnn,64,4,0.3,0.0001,200,True,5,0.425,1.6521447896957397
rnn,64,2,0.1,0.0001,100,True,5,0.425,1.7126491069793701
dense,64,5,0.01,0.0002,100,True,5,0.425,1.5747677087783813
dense,128,2,0.3,0.0001,100,True,5,0.425,1.6522588729858398
dense,256,5,0.5,0.0001,50,True,5,0.425,1.7815978527069092
dense,128,2,0.3,0.0002,50,True,5,0.425,1.7116810083389282
dense,64,1,0.01,0.0001,100,True,5,0.42,1.820176124572754
dense,128,4,0.5,0.0001,100,True,5,0.42,1.7906264066696167
dense,128,3,0.5,0.0001,200,True,5,0.42,1.5548924207687378
rnn,64,4,0.1,0.0002,100,True,5,0.42,1.659021019935608
rnn,128,3,0.3,0.0002,50,True,5,0.42,2.140230178833008
rnn,128,2,0.05,0.0001,50,True,5,0.42,2.0331647396087646
dense,64,4,0.05,0.0002,50,True,5,0.42,1.8286471366882324
dense,256,5,0.3,0.0001,50,True,5,0.42,1.6815539598464966
rnn,64,1,0.05,0.0002,50,True,5,0.415,1.752795696258545
dense,64,4,0.5,0.0001,100,True,5,0.415,1.9457696676254272
rnn,64,1,0.1,0.0002,50,True,5,0.415,1.7651069164276123
rnn,64,5,0.5,0.0002,200,True,5,0.415,1.4843995571136475
rnn,256,3,0.5,0.0001,50,True,5,0.415,2.168755292892456
dense,64,2,0.5,0.0002,100,True,5,0.415,1.832253098487854
rnn,64,3,0.5,0.0005,50,True,5,0.41,2.07421612739563
rnn,64,1,0.01,0.0001,100,True,5,0.41,1.767992377281189
dense,64,3,0.3,0.0001,200,True,5,0.41,1.6789343357086182
dense,64,3,0.05,0.0001,100,True,5,0.41,1.8559024333953857
dense,64,2,0.01,0.0001,100,True,5,0.41,1.8043533563613892
rnn,256,3,0.05,0.0001,50,True,5,0.41,2.179884433746338
rnn,64,2,0.05,0.0001,100,True,5,0.41,1.6224462985992432
rnn,64,3,0.1,0.0001,100,True,5,0.41,1.7778674364089966
dense,64,2,0.3,0.0002,50,True,5,0.405,1.802587866783142
dense,64,1,0.1,0.0002,50,True,5,0.405,1.7908481359481812
dense,128,3,0.5,0.0001,100,True,5,0.405,1.7835884094238281
rnn,256,3,0.3,0.0001,50,True,5,0.405,2.17128586769104
dense,128,2,0.5,0.0001,100,True,5,0.405,1.7757229804992676
rnn,64,2,0.05,0.0002,50,True,5,0.405,2.0282797813415527
dense,256,4,0.3,0.0001,50,True,5,0.405,1.682486891746521
dense,64,2,0.3,0.0001,200,True,5,0.405,1.7084333896636963
rnn,128,3,0.5,0.0002,50,True,5,0.4,2.1273257732391357
dense,128,5,0.01,0.0001,50,True,5,0.4,1.8026314973831177
rnn,256,4,0.05,0.0001,50,True,5,0.4,2.231497287750244
dense,64,2,0.5,0.0001,200,True,5,0.4,1.7925609350204468
rnn,64,1,0.3,0.0002,50,True,5,0.4,1.860926866531372
rnn,64,4,0.3,0.0002,100,True,5,0.4,1.7427455186843872
dense,128,2,0.1,0.0001,50,True,5,0.4,1.8802522420883179
rnn,128,5,0.5,0.0001,200,True,5,0.4,1.524763822555542
dense,64,5,0.5,0.0002,100,True,5,0.4,1.8620495796203613
rnn,128,4,0.05,0.0001,100,True,5,0.4,1.6729885339736938
dense,64,2,0.5,0.0001,100,True,5,0.4,1.9418683052062988
dense,256,2,0.5,0.0001,50,True,5,0.395,1.7641311883926392
dense,64,3,0.01,0.0002,50,True,5,0.395,1.7922425270080566
dense,128,5,0.1,0.0001,50,True,5,0.395,1.8654862642288208
dense,64,4,0.1,0.0001,100,True,5,0.395,1.9397132396697998
rnn,64,4,0.01,0.0002,100,True,5,0.395,1.6351627111434937
rnn,64,4,0.05,0.0005,50,True,5,0.395,2.1892807483673096
dense,128,1,0.5,0.0002,50,True,5,0.395,1.780155062675476
rnn,64,1,0.5,0.0005,50,True,5,0.395,1.6518545150756836
rnn,64,2,0.1,0.0002,50,True,5,0.395,1.9690687656402588
dense,64,1,0.05,0.0002,50,True,5,0.39,1.8455336093902588
rnn,64,1,0.01,0.0002,50,True,5,0.39,1.7689812183380127
dense,128,1,0.01,0.0001,50,True,5,0.39,1.8104777336120605
rnn,64,2,0.01,0.0001,50,True,5,0.39,2.0858511924743652
rnn,64,4,0.5,0.0001,200,True,5,0.39,1.7275476455688477
dense,64,2,0.1,0.0001,100,True,5,0.39,1.8753175735473633
rnn,128,4,0.1,0.0001,100,True,5,0.39,1.7005054950714111
rnn,64,1,0.05,0.0001,100,True,5,0.39,1.772316575050354
dense,128,3,0.5,0.0002,50,True,5,0.385,1.7849922180175781
rnn,64,2,0.5,0.0001,100,True,5,0.385,1.8677674531936646
rnn,256,4,0.5,0.0002,50,True,5,0.385,2.124264717102051
dense,64,1,0.1,0.0001,100,True,5,0.385,1.8016090393066406
dense,256,1,0.5,0.0001,50,True,5,0.385,1.7510731220245361
dense,64,3,0.3,0.0002,50,True,5,0.385,1.8864790201187134
rnn,64,1,0.5,0.0002,50,True,5,0.385,1.9073786735534668
dense,128,3,0.1,0.0001,50,True,5,0.385,1.856587529182434
rnn,128,1,0.01,0.0001,50,True,5,0.385,1.8006221055984497
rnn,64,2,0.1,0.0001,50,True,5,0.385,2.116685390472412
dense,256,2,0.3,0.0001,50,True,5,0.385,1.6679489612579346
dense,64,3,0.01,0.0001,100,True,5,0.385,1.782760500907898
dense,64,5,0.05,0.0001,100,True,5,0.385,1.801198124885559
dense,64,1,0.3,0.0001,100,True,5,0.385,1.9076722860336304
rnn,64,3,0.01,0.0001,100,True,5,0.38,1.7441649436950684
rnn,64,1,0.1,0.0001,100,True,5,0.38,1.8233951330184937
rnn,128,2,0.1,0.0001,50,True,5,0.38,2.033889055252075
dense,64,4,0.5,0.0005,50,True,5,0.38,1.7907829284667969
rnn,256,5,0.05,0.0001,100,True,5,0.38,1.5861793756484985
dense,64,4,0.3,0.0001,100,True,5,0.38,1.8757188320159912
dense,64,5,0.5,0.0001,100,True,5,0.38,1.9531950950622559
dense,64,5,0.3,0.0002,50,True,5,0.38,1.8700107336044312
dense,64,4,0.05,0.0001,100,True,5,0.38,1.8209812641143799
dense,64,5,0.01,0.0002,50,True,5,0.38,1.7470077276229858
dense,128,4,0.5,0.0002,50,True,5,0.375,1.7459527254104614
dense,64,5,0.1,0.0001,50,True,5,0.375,1.9471713304519653
rnn,64,3,0.05,0.0001,100,True,5,0.375,1.7570433616638184
rnn,64,1,0.5,0.0001,100,True,5,0.375,1.8739007711410522
rnn,64,2,0.3,0.0001,100,True,5,0.375,1.7261784076690674
dense,128,2,0.5,0.0002,50,True,5,0.375,1.8397771120071411
dense,128,5,0.3,0.0001,50,True,5,0.37,1.9352471828460693
dense,64,5,0.5,0.0001,200,True,5,0.37,1.8173292875289917
dense,64,4,0.3,0.0005,50,True,5,0.37,1.7119262218475342
dense,64,2,0.05,0.0002,50,True,5,0.37,1.8972363471984863
dense,64,2,0.5,0.0005,50,True,5,0.37,1.7931479215621948
dense,64,3,0.5,0.0002,100,True,5,0.37,1.836701512336731
dense,64,4,0.5,0.0002,100,True,5,0.37,1.8304928541183472
dense,64,3,0.5,0.0002,50,True,5,0.37,1.9789057970046997
dense,64,1,0.5,0.0005,50,True,5,0.37,1.8165979385375977
dense,128,5,0.5,0.0001,100,True,5,0.37,1.7860406637191772
dense,128,1,0.05,0.0001,50,True,5,0.37,1.8426305055618286
rnn,128,4,0.3,0.0001,100,True,5,0.37,1.7747808694839478
dense,256,4,0.5,0.0001,50,True,5,0.365,1.7942345142364502
dense,256,3,0.5,0.0001,50,True,5,0.365,1.8300741910934448
dense,128,4,0.05,0.0001,50,True,5,0.365,1.8608033657073975
dense,128,1,0.3,0.0002,50,True,5,0.365,1.713800311088562
rnn,64,4,0.01,0.0001,100,True,5,0.365,1.9604803323745728
dense,64,3,0.1,0.0001,100,True,5,0.365,1.8335248231887817
dense,128,1,0.5,0.0001,100,True,5,0.365,1.825130820274353
dense,64,1,0.5,0.0002,100,True,5,0.365,1.8097538948059082
rnn,64,1,0.3,0.0001,100,True,5,0.365,1.8563828468322754
dense,64,4,0.01,0.0002,50,True,5,0.365,1.846927523612976
dense,128,4,0.1,0.0001,50,True,5,0.365,1.8107181787490845
dense,128,3,0.3,0.0001,50,True,5,0.365,1.8906495571136475
dense,64,2,0.1,0.0001,50,True,5,0.36,1.9308526515960693
rnn,128,4,0.01,0.0002,50,True,5,0.36,2.216341018676758
rnn,128,2,0.5,0.0001,50,True,5,0.36,2.05629825592041
rnn,64,2,0.3,0.0002,50,True,5,0.36,1.9766901731491089
dense,64,5,0.05,0.0002,50,True,5,0.355,1.831144094467163
dense,128,3,0.01,0.0001,50,True,5,0.355,1.8304728269577026
dense,128,1,0.1,0.0001,50,True,5,0.355,1.8417049646377563
dense,128,2,0.05,0.0001,50,True,5,0.355,1.8288956880569458
rnn,128,2,0.3,0.0001,50,True,5,0.355,2.0315139293670654
dense,64,4,0.01,0.0001,100,True,5,0.355,1.8474868535995483
rnn,128,1,0.3,0.0001,50,True,5,0.35,1.8386449813842773
dense,64,5,0.01,0.0001,100,True,5,0.35,1.8410181999206543
dense,64,4,0.1,0.0002,50,True,5,0.345,1.9186477661132812
dense,64,2,0.01,0.0002,50,True,5,0.345,1.8598743677139282
rnn,128,3,0.3,0.0001,50,True,5,0.345,2.228555202484131
dense,64,5,0.1,0.0002,50,True,5,0.345,1.8989022970199585
dense,128,2,0.01,0.0001,50,True,5,0.345,1.7934503555297852
dense,64,2,0.3,0.0001,50,True,5,0.345,2.005311965942383
dense,64,2,0.5,0.0002,50,True,5,0.34,1.9126602411270142
dense,64,3,0.5,0.0001,100,True,5,0.34,1.9403564929962158
dense,128,2,0.3,0.0001,50,True,5,0.34,1.9201807975769043
rnn,64,3,0.5,0.0001,100,True,5,0.34,1.9410427808761597
rnn,64,1,0.01,0.0001,50,True,5,0.335,2.0011982917785645
dense,64,3,0.05,0.0002,50,True,5,0.335,1.8707327842712402
dense,128,4,0.01,0.0001,50,True,5,0.335,1.925621509552002
